1.89,0.56
1.28,0.34
-1.00,0.93
1.98,0.61
1.25,0.42
0.12,0.37
0.55,0.00
-0.66,0.12
1.23,0.19
2.62,0.79
2.49,0.86
0.88,0.20
2.76,0.10
2.05,0.02
0.74,0.14
-1.27,0.87
2.39,0.21
2.79,0.29
-1.74,0.55
1.88,0.44
0.86,0.11
1.77,0.74
1.34,0.97
1.29,0.55
2.75,0.26
2.18,0.30
-0.69,0.06
1.29,0.08
0.02,0.49
-1.22,0.70
-1.91,0.65
1.08,0.15
1.80,0.92
0.70,0.92
-0.88,0.04
0.72,0.73
0.43,0.18
-1.17,0.87
2.79,0.08
1.70,0.21
2.97,0.86
-0.82,0.62
1.35,0.00
1.60,0.76
2.89,0.68
0.06,0.87
-1.47,0.40
2.85,0.71
-0.91,0.15
2.91,0.26
0.79,0.91
2.79,0.75
-1.24,0.66
-1.81,0.54
-0.55,0.87
-0.12,0.59
0.75,0.57
-1.78,0.25
-1.07,0.60
-1.43,0.48
-0.11,0.93
1.31,0.27
-0.16,0.25
0.50,0.64
-0.92,0.44
2.04,0.61
-0.75,0.50
-0.15,0.16
-0.42,0.63
1.98,0.21
2.31,0.20
0.30,0.54
-0.59,0.52
-1.56,0.88
-1.99,0.47
2.88,0.50
-0.57,0.49
1.31,0.29
-0.57,0.29
-0.80,0.29
1.92,0.02
-0.29,0.87
2.07,0.54
0.92,0.26
0.39,0.38
1.34,0.68
-1.13,0.57
-0.01,0.06
1.67,0.54
0.42,0.77
-0.45,0.73
2.75,0.25
-0.41,0.58
-1.75,0.38
-1.93,0.48
0.50,0.72
0.50,0.41
2.11,0.71
2.28,0.73
2.92,0.68
0.18,0.20
2.58,0.65
1.77,0.51
-1.14,0.75
-0.23,0.43
2.32,0.14
0.97,0.31
-0.40,0.60
-0.93,0.33
-0.78,0.70
0.82,0.72
2.37,0.03
-0.82,0.14
-0.24,0.13
0.41,0.69
2.56,0.19
-1.62,0.40
2.50,0.21
2.44,0.08
1.32,0.36
1.89,0.73
0.44,0.42
-1.22,0.74
2.47,0.14
-0.89,0.74
0.49,0.85
-1.32,0.60
2.54,0.28
0.09,0.71
-1.44,0.29
-1.81,0.34
0.28,0.05
0.64,0.59
2.04,0.25
1.60,0.45
-1.73,0.44
0.44,0.66
-0.56,0.27
-0.38,0.62
-0.97,0.80
1.56,0.41
1.90,0.99
1.06,0.23
2.43,0.01
-0.18,0.27
-0.21,0.13
2.32,0.84
0.14,0.16
1.17,0.67
1.32,0.55
0.89,0.49
-0.15,0.37
2.28,0.89
0.83,0.96
-0.33,0.29
-0.19,0.94
-0.82,0.93
0.38,0.54
-1.59,0.81
2.16,0.86
2.07,0.93
2.06,0.30
1.24,0.52
-1.29,0.21
1.77,0.33
0.70,0.36
-0.21,0.63
-0.09,0.15
2.49,0.92
1.89,0.59
0.69,0.87
1.29,0.28
-1.95,0.94
2.30,0.62
-0.41,0.73
-0.91,0.83
-1.91,0.48
0.63,0.96
2.83,0.85
-0.40,0.18
1.17,0.55
-1.21,0.52
-1.33,0.01
-1.33,0.57
2.72,0.16
-1.41,0.72
0.87,0.25
1.29,0.65
1.65,0.44
-1.61,0.58
2.72,0.40
0.81,0.98
-0.87,0.15
-0.99,0.86
-0.51,0.04
0.35,0.48
1.55,0.65
-1.09,0.73
2.03,0.13
2.90,0.04
1.60,0.11
1.88,0.66
-0.34,0.23
0.80,0.24
-1.31,0.89
2.00,0.71
0.48,0.93
-1.63,0.10
-0.15,0.17
1.11,0.09
-1.42,0.76
0.04,0.30
0.44,0.11
1.49,0.37
-1.31,0.95
1.08,0.17
-1.74,0.18
1.93,0.24
-0.95,0.39
0.27,0.91
2.20,0.42
0.52,0.20
1.01,0.27
1.62,0.84
0.86,0.54
-0.13,0.06
-0.61,0.66
-1.99,0.40
2.39,0.90
0.45,0.58
0.86,0.72
-0.99,0.89
2.89,0.39
-1.51,0.04
-1.96,0.94
-1.02,0.28
2.87,0.66
-1.40,0.95
0.44,0.66
-1.76,0.57
0.04,0.98
0.70,0.41
-0.94,0.15
1.59,0.05
-1.64,0.69
-1.33,0.49
1.12,0.52
1.92,0.35
-1.53,0.24
-0.39,0.66
0.62,0.94
-0.77,0.58
-0.93,0.22
2.00,0.88
-1.15,0.31
2.83,0.30
-0.67,0.92
2.00,0.34
-1.59,0.91
2.64,0.22
2.74,0.16
-0.90,0.03
1.04,0.32
-1.60,0.79
-0.25,0.60
-0.37,0.70
1.18,0.43
2.93,0.90
2.00,0.57
0.79,0.10
1.14,0.69
-0.88,0.84
1.16,0.02
-0.80,0.24
2.42,0.07
0.80,0.69
-0.66,0.68
2.80,0.18
-1.23,0.25
-1.72,0.65
1.78,0.89
-0.69,0.09
1.64,0.56
-1.18,0.38
-0.85,0.51
-1.55,0.25
1.30,0.22
0.61,0.57
1.12,0.56
-0.64,0.94
-0.10,0.23
1.11,0.77
2.22,0.50
-0.75,0.80
0.67,0.98
0.53,0.34
-1.97,0.53
-0.32,0.76
-1.84,0.41
-1.43,0.87
0.04,0.98
1.73,0.16
-1.61,0.04
1.89,0.00
2.58,0.18
1.29,0.42
0.21,0.71
1.23,0.44
-1.50,0.88
-0.37,0.78
2.28,0.13
-0.93,0.29
0.61,0.95
0.02,0.64
0.19,0.94
-1.35,0.82
1.30,0.81
0.23,0.62
-1.20,0.36
2.69,0.64
2.68,0.67
1.48,0.84
-0.52,0.59
2.44,0.37
0.12,0.97
-1.69,0.97
0.01,0.92
0.45,0.85
2.59,0.26
2.18,0.04
0.43,0.30
2.12,0.91
0.66,0.96
1.14,0.01
-1.71,0.44
1.38,0.54
2.35,0.56
-0.95,0.97
-1.23,0.78
1.10,0.13
2.89,0.21
-0.61,0.87
-1.04,0.38
-0.75,0.96
-0.87,0.79
1.80,0.28
0.49,0.52
0.89,0.01
-1.16,0.02
-0.32,0.75
2.31,0.11
2.74,0.17
-0.27,0.72
2.37,0.22
-1.67,0.71
0.25,0.74
-0.35,0.84
1.26,0.43
2.19,0.71
-1.99,0.43
0.35,0.35
1.08,0.97
0.63,0.53
0.08,0.69
-0.55,0.69
-1.28,0.80
2.57,0.96
0.67,0.86
-1.27,0.49
0.54,0.41
-0.31,0.79
2.85,0.77
-1.07,0.96
0.78,0.61
-0.96,0.58
1.46,0.57
0.37,0.71
-0.33,0.08
2.67,0.18
1.39,0.07
1.86,0.51
-0.78,0.16
2.26,0.58
1.54,0.88
2.97,0.05
1.41,0.97
0.71,0.66
-1.91,0.17
-0.70,0.46
0.74,0.02
2.88,0.56
-1.55,0.97
2.26,0.20
2.30,0.59
-1.16,0.20
-0.85,0.49
-0.08,0.29
-0.61,0.38
-0.81,0.23
2.11,0.79
-0.83,0.19
0.16,0.18
-0.79,0.46
2.07,0.50
0.89,0.11
1.74,0.86
0.26,0.38
-0.10,0.17
2.22,0.31
-0.84,0.54
1.37,0.90
-0.05,0.59
2.08,0.24
-0.44,0.05
1.97,0.04
-1.97,0.72
-0.79,0.85
-0.99,0.27
-0.75,0.97
0.19,0.27
-1.06,0.37
-1.03,0.32
-1.39,0.53
0.30,0.65
1.24,0.71
0.57,0.95
1.57,0.45
-0.05,0.60
-1.33,0.41
-1.34,0.57
1.36,0.23
-0.46,0.29
1.06,0.00
-0.15,0.70
-1.94,0.24
1.16,0.98
2.13,0.59
2.69,0.20
-0.22,0.65
1.25,0.48
-0.38,0.63
-0.71,0.85
-0.51,0.43
-0.10,0.37
1.16,0.74
-1.36,0.04
1.29,0.06
2.07,0.90
1.01,0.73
-0.08,0.61
-0.69,0.04
0.47,0.31
2.91,0.29
-0.74,0.29
2.95,0.12
0.74,0.01
0.93,0.64
1.12,0.44
1.76,0.83
0.05,0.35
0.59,0.21
2.09,0.25
-0.67,0.23
-1.26,0.65
2.11,0.82
0.33,0.91
-0.65,0.62
-0.40,0.84
2.86,0.94
2.63,0.05
0.73,0.87
2.97,0.15
2.11,0.40
2.04,0.15
2.42,0.25
-0.05,0.76
1.74,0.99
-1.75,0.67
0.20,0.75
-0.76,0.55
1.03,0.61
-0.42,0.90
-1.47,0.32
0.12,0.57
0.23,0.00
0.81,0.02
1.74,0.15
0.33,0.40
-0.98,0.05
2.49,0.68
-1.67,0.68
-1.21,0.14
2.17,0.26
1.68,0.94
-0.89,0.28
2.60,0.28
0.20,0.19
2.05,0.63
-0.84,0.89
0.68,0.86
1.22,0.09
-1.09,0.15
0.50,0.49
0.19,0.37
1.63,0.48
0.95,0.32
-0.21,0.01
1.80,0.47
1.25,0.90
1.08,0.05
-1.92,0.76
2.36,0.82
1.47,0.98
-1.77,0.42
-0.32,0.46
1.23,0.05
0.28,0.74
2.56,0.07
-0.82,0.46
-0.63,0.49
2.51,0.52
-0.96,0.35
-1.59,0.35
-0.51,0.09
2.92,0.52
-0.15,0.88
0.10,0.03
0.50,0.55
-0.91,0.80
2.74,0.69
-0.85,0.84
1.34,0.68
1.85,0.65
-1.85,0.94
1.33,0.54
2.91,0.18
-1.10,0.94
-0.11,0.21
-0.48,0.68
0.80,0.16
0.09,0.52
-1.81,0.01
0.47,0.18
-0.17,0.56
2.40,0.19
-0.33,0.18
0.11,0.77
2.25,0.03
0.87,0.14
-0.08,0.54
2.06,0.79
-0.77,0.13
1.87,0.21
2.00,0.17
-0.51,0.46
-0.23,0.04
-1.98,0.89
1.86,0.89
-0.43,0.05
2.94,0.07
-0.29,0.58
1.35,0.61
0.33,0.31
0.59,0.81
2.03,0.64
-0.46,0.08
-1.13,0.96
1.99,0.92
1.63,0.90
-1.93,0.12
2.12,0.90
0.65,0.68
-1.39,0.22
-0.50,0.63
1.23,0.96
0.27,0.91
-1.93,0.42
2.47,0.03
-0.20,0.41
-1.46,0.28
2.93,0.15
1.95,0.25
-0.52,0.42
2.80,0.77
1.11,0.41
1.58,0.34
-1.53,0.87
-1.76,0.19
-1.23,0.92
-0.18,0.55
1.24,0.49
-0.47,0.18
-1.14,0.24
-1.63,0.68
0.53,0.03
-0.51,0.54
-0.97,0.98
2.17,0.96
-1.41,0.38
-1.23,0.85
1.64,0.01
-0.25,0.39
2.42,0.74
0.08,0.95
0.78,0.29
-0.50,0.64
-1.60,0.49
2.05,0.12
2.90,0.57
-1.27,0.27
0.72,0.51
1.43,0.74
-0.63,0.13
2.17,0.57
2.36,0.10
-0.57,0.25
-0.72,0.71
-0.94,0.99
2.39,0.17
-0.57,0.83
1.10,0.38
-1.02,0.25
-1.06,0.76
2.75,0.15
0.24,0.17
-0.60,0.36
2.02,0.38
0.12,0.89
-0.60,0.50
1.89,0.23
1.15,0.41
2.57,0.31
-1.83,0.96
-1.82,0.71
2.24,0.46
2.85,0.58
0.74,0.69
-1.95,0.31
2.42,0.82
-1.55,0.73
-1.56,0.73
-0.40,0.96
-0.33,0.24
0.26,0.88
1.14,0.87
-0.63,0.56
-1.59,0.36
1.20,0.69
0.72,0.01
-0.96,0.72
2.83,0.69
0.63,0.10
2.66,0.29
-1.83,0.07
0.22,0.21
2.19,0.30
1.94,0.72
1.08,0.01
2.85,0.78
-0.22,0.30
-1.20,0.52
2.10,0.64
-0.61,0.47
2.85,0.10
-1.11,0.62
0.33,0.24
-1.49,0.45
2.09,0.79
2.71,0.32
-1.77,0.74
-1.49,0.96
2.60,0.30
-0.16,0.67
0.32,0.48
2.40,0.36
1.71,0.78
2.96,0.58
1.92,0.78
-1.66,0.61
-1.48,0.38
-1.60,0.83
2.54,0.47
-0.63,0.95
1.09,0.44
1.49,0.88
-0.95,0.39
1.96,0.76
0.53,0.47
2.09,0.33
-0.23,0.06
2.72,0.13
1.24,0.26
-0.95,0.26
-1.61,0.96
-1.24,0.14
1.52,0.70
1.77,0.04
1.72,0.94
-0.59,0.21
2.53,0.46
-1.52,0.71
2.65,0.54
0.79,0.09
2.92,0.73
2.66,0.88
1.58,0.72
2.15,0.76
1.45,0.27
2.44,0.36
0.62,0.42
1.29,0.65
1.34,0.54
-0.73,0.08
0.05,0.14
-1.31,0.21
-1.55,0.20
1.87,0.15
2.91,0.16
1.51,0.99
-0.35,0.06
1.97,0.41
-0.32,0.24
1.29,0.72
0.45,0.54
2.90,0.29
2.49,0.80
0.74,0.79
1.80,0.17
0.25,0.37
-0.43,0.40
2.93,0.95
1.52,0.13
0.24,0.86
2.55,0.05
-1.39,0.25
-1.90,0.83
0.87,0.15
2.14,0.68
-0.67,0.98
1.40,0.77
2.04,0.02
-0.73,0.48
0.36,0.08
-1.35,0.78
-0.94,0.91
2.10,0.67
2.33,0.12
0.42,0.99
2.51,0.50
2.07,0.33
0.62,0.45
2.38,0.71
-1.08,0.63
-1.29,0.34
-0.12,0.86
-1.53,0.58
0.50,0.30
-0.26,0.45
-1.86,0.23
2.27,0.71
-1.98,0.23
2.48,0.06
2.84,0.50
1.29,0.71
2.15,0.28
0.20,0.48
2.19,0.19
-0.52,0.21
1.00,0.55
0.75,0.19
1.65,0.55
2.26,0.37
2.06,0.22
-0.30,0.72
-1.63,0.69
0.52,0.13
1.96,0.52
0.07,0.88
0.42,0.62
-1.56,0.47
1.47,0.42
1.09,0.63
1.75,0.99
0.88,0.92
1.15,0.94
0.25,0.53
-0.57,0.18
-0.68,0.23
-1.60,0.31
0.34,0.01
-1.86,0.51
2.66,0.99
2.79,0.48
0.62,0.59
-1.89,0.06
-1.52,0.86
-0.59,0.50
1.22,0.51
-0.93,0.03
-1.01,0.10
-1.73,0.28
-0.68,0.49
0.24,0.67
1.48,0.61
-1.97,0.05
-0.86,0.22
2.53,0.19
-0.69,0.89
1.60,0.63
2.82,0.58
-0.95,0.38
0.48,0.06
1.25,0.07
1.87,0.17
-0.88,0.49
1.13,0.64
0.07,0.77
0.66,0.90
0.28,0.90
2.09,0.41
-1.11,0.86
0.94,0.42
1.74,0.63
-1.96,0.54
0.00,0.90
-0.20,0.65
-0.07,0.20
-1.21,0.98
0.15,0.93
-1.71,0.77
2.77,0.92
-1.87,0.42
1.62,0.26
0.30,0.87
0.80,0.57
2.94,0.64
-0.24,0.83
2.58,0.86
-1.00,0.96
2.00,0.22
-1.16,0.67
-0.31,0.35
-0.39,0.02
0.34,0.20
-0.74,0.08
2.85,0.28
-1.47,0.73
-0.46,0.38
2.45,0.09
-1.85,0.03
2.45,0.92
-0.21,0.84
0.74,0.64
1.05,0.33
0.79,0.14
-0.15,0.59
-0.79,0.85
-0.74,0.93
-1.72,0.45
1.73,0.17
-1.28,0.78
2.73,0.85
1.17,0.22
0.38,0.68
-1.40,0.09
0.79,0.11
